objname u g r i z J H K W1 W2 W3 W4 W3(AGN) W4(AGN) 
altas-605 0.0745460 0.1214353 0.1308880 0.1676802 0.1625029 0.2425985582053857 0.3717918459319334 0.3728467569442412 1.0090595342302069 1.5226156942431359 3.4602136113521302 6.0640404930485516 3.4602132 7.2324486
altas-606 0.0728653 0.1033837 0.0963994 0.1125519 0.1161908 -NaN -NaN -NaN 0.6204642884786696 0.8681410692713832 2.0003358119021302 3.9770595387973198 2.0003369 3.5982676
altas-607 0.1869631 0.2409236 0.2231735 0.2347408 0.2061944 -NaN -NaN -NaN 0.6125150868168687 0.9285179458312394 2.5067031696044308 5.3402561970561493 2.5067048 5.1113029
altas-608 0.0699445 0.1042971 0.0990733 0.1183693 0.1097243 -NaN -NaN -NaN 0.3755923951412424 0.6028236773485897 2.2840358179210631 5.0068213176103322 2.2840397 6.9379716
altas-609 0.1634753 0.2184763 0.2153127 0.2003879 0.2140692 -NaN -NaN -NaN 0.4978709541756536 0.8753672652348534 2.0888291050446091 2.7641530919626169 2.0888362 3.2468231
altas-610 0.0780230 0.1204811 0.1213963 0.1329393 0.1172593 -NaN -NaN -NaN 0.5700550406735250 0.8818410305491632 2.3545228535916496 3.7253072075402027 2.3545258 4.3044562
altas-611 0.0158916 0.0227887 0.0380599 0.0421126 0.1185089 -NaN -NaN -NaN 0.2700951527710997 0.4101949429789044 9.8696763229456455 34.0378478515004019 9.8696795 35.9814301
altas-614 0.0080354 0.0191686 0.0574704 0.1270684 0.1398559 -NaN -NaN -NaN 0.7364051045465183 1.1732492950484885 2.9369929914784740 6.7789447241468697 31674.0000000 8363.0000000
altas-617 0.0193092 0.0322765 0.0748664 0.1295375 0.1640858 -NaN -NaN -NaN 1.0952588983191605 1.9062958478999961 7.3097565005852907 20.0060842169636679 31674.0000000 8363.0000000
altas-618 0.0210789 0.0349503 0.0522835 0.1061151 0.0966038 -NaN -NaN -NaN 1.3499472243156896 2.9661308230038497 11.6493826311760298 35.1206134147982993 31674.0000000 8363.0000000
altas-36 0.6564838 3.4467330 8.1302528 13.0039654 18.0148087 5.8842109803052756 7.3637643149342953 7.3169550856906751 8.7804503251262727 8.1318676549065589 20.8690610804975769 31.4747357530694849 10.8873234 8.6185856
altas-58 0.1956643 1.0260736 2.6246157 4.3919463 5.2349825 1.6954626541907893 2.1572469918029622 3.4477072673242004 7.6053077098133155 14.0795995207631019 113.3190461319207998 416.0658706793685724 108.8249359 440.0310974
altas-81 2.0159636 9.4107294 21.0602055 32.8665276 43.8327141 5.9004921392263983 11.6171576495727482 16.9953610282519598 28.7817230727058444 31.9293665003888059 541.3808756182377238 4183.7150047397453818 476.2227173 3633.7924805
altas-247 0.0617754 0.1944109 0.3891403 0.5683218 0.7132961 0.4614112929965016 0.4288445168337844 0.5674536222764199 0.5454020804622040 0.3849375713536933 2.5043954735605070 6.4559787565224909 2.5043833 13.2442513
altas-268 0.0712154 0.2905557 0.6096491 1.0346714 1.2629455 0.9334439047910993 1.2784974574154240 1.5514235484220957 1.3216510041007576 2.5269130712248642 19.7289017565252571 121.4400934268703907 16.8984413 114.9715195
altas-278 0.0577752 0.1989354 0.3736334 0.5645455 0.7030046 0.5873381638500293 0.7473084022256337 1.0664251451257523 1.0673744191941008 2.2253088849752691 49.0120547717499591 232.4674183775008487 49.0120544 194.0505981
altas-442 0.8440403 3.6976552 6.8952475 10.5236149 11.9794855 7.0095193221139640 10.1367767562702458 12.7858731896815705 21.1016682137876934 34.7848633769706126 268.5980838731444464 1426.7966883885806055 230.8817139 1236.8721924
altas-511 14.5280390 53.5229530 97.2652512 129.5574036 153.2317810 13.0043377717217741 12.8558229766436245 10.7827712418470920 22.6525339645434052 16.1655431789898820 137.1206648010538345 426.1496073900694910 7.2600336 NaN
cassis-26329600-0 0.3702866 0.4281353 0.5161067 0.6888695 0.6131213 0.7074377364094411 1.0468871458524434 2.0831971898544182 2.7587782300558934 4.0196690869828871 8.3695654552777388 10.4993422474477693 7.7394876 11.1082029
cassis-25387776-0 0.2305283 0.2672628 0.2702192 0.2984627 0.3734484 0.3336477631070187 0.3563689524184345 0.4046973591731257 0.3271273008324189 0.4748870229352873 2.2756366004296340 3.6438634398812519 31674.0000000 8363.0000000
cassis-25391104-0 0.0458120 0.0983839 0.1096014 0.1170241 0.1235680 -NaN -NaN -NaN -NaN -NaN -NaN -NaN 1.4316351 2.2639034
cassis-17726464-0 0.0380655 0.0568655 0.1169600 0.1466829 0.2123165 0.5588409482133448 0.4013283699719005 0.5189558023108739 0.5344619479920838 0.5221440121217600 1.7680840654772121 2.5279128216762987 0.5487822 NaN
cassis-10493696-0 0.1633059 0.2218531 0.2946099 0.2902598 0.3169169 0.4447215957737495 0.3274159708808909 0.4960556171157822 0.8993252565154726 1.7498076139078773 5.6533114248980780 10.4222645482821061 5.0384150 11.0757170
cassis-25389568-0 0.0418391 0.0641510 0.0775978 0.0860045 0.1045108 -NaN -NaN -NaN 0.1708900552724242 0.3543156227042132 1.8980292903677165 2.2592385642827897 31674.0000000 8363.0000000
cassis-26702848-0 0.4750475 0.7705601 0.7228642 0.7943088 0.7271208 1.2603414691579176 1.3598777533077862 1.6855062981706175 3.5638284480822091 5.3825776275510657 12.4251863291394908 25.3024218797628713 11.1009254 23.7605057
cassis-25387264-0 0.1791987 0.2195485 0.2283349 0.2848691 0.2731185 -NaN -NaN -NaN 0.4340270432266958 0.9642514529419567 4.4535149052273306 7.6061010811857175 4.1326680 7.8934331
cassis-25388800-0 0.2422090 0.2601800 0.2501401 0.2930557 0.2980023 -NaN -NaN -NaN 0.3179192243922070 0.6776263756278791 2.9505495351762603 4.2380111273724292 2.5073876 4.5664587
cassis-4733952-0 0.1728479 0.3155190 0.4657668 0.6647025 0.7342308 0.9937753602188254 1.1778768009081058 1.2009650736572597 1.8651629942228103 3.6323718549898931 11.9427106472290223 15.4298638042287575 10.1120834 15.0841274
cassis-4738816-0 1.2547742 1.5360131 1.9908919 2.7470562 2.3385534 2.7345648755147138 4.3241412959933463 8.1270024345795715 16.6386003458572276 25.0144121911510311 87.9635828190172617 155.2966518844881989 82.4728241 161.9957275
cassis-21768960-0 0.0035835 0.0174789 0.0401363 0.2252963 0.3301643 0.6881580938040046 1.1176346758964386 0.8112045444167660 1.6319873580995836 3.4848998515779996 11.6816155758742699 16.3065502330910199 10.4501419 16.0060692
cassis-24169984-0 0.0102963 0.0163529 0.0329780 0.0388086 0.0454804 -NaN -NaN -NaN 0.4392550773893774 1.1101720825210972 5.9910495314979677 13.7139351881490050 5.5888739 14.4418440
cassis-4732160-0 0.9814523 1.1947529 1.3935417 1.3696280 1.5033278 1.6221396046948369 1.5048730673844055 1.7649417639451948 4.2025877497495339 8.1243813760984054 22.7354162658355321 42.1853923498256620 24.0660706 46.4427605
cassis-15083008-0 0.4601407 0.5497612 0.6809801 1.3831639 1.0333982 1.2731753633728495 1.6125005452943308 2.4161861024686120 3.4635127462553110 4.6450490242670028 12.2096414384671075 20.4532389749874817 11.9404430 22.7454472
cassis-24158208-3 0.1033876 0.1678677 0.1853408 0.2259810 0.2808187 0.3500162582912292 0.3797518172650576 0.4296653886274640 1.3449829850292414 1.9669363298296696 4.3924103899785427 8.4016017743998148 3.7651961 8.3579969
cassis-25977344-0 0.5054205 0.5191629 0.5413639 0.6676032 0.6586996 0.5273369712424639 0.6325572884345030 0.6320193476907552 0.7584322473547725 1.2479302205095875 4.4988644709767494 3.8367375511900277 4.0073624 4.9669957
cassis-27446272-0 0.0680343 0.0947968 0.0969288 0.1097390 0.1080438 -NaN -NaN -NaN 0.3940186604937287 0.5032575533944185 1.3082866511346545 3.0280433803747426 1.1643627 2.1269727
cassis-26919936-0 0.2112794 0.3319580 0.3579668 0.4722145 0.4232007 0.4966932066320470 0.5941551470851077 0.7661792297405385 2.0488812601623767 3.5301267729838650 8.2243751117894934 10.4607324067607870 31674.0000000 8363.0000000
cassis-25977088-0 0.5305246 0.6067130 0.6303324 0.7559708 0.7636226 0.6632667432859276 0.5468898500139103 0.6987637614537171 0.9851827301873349 1.8646198444253468 6.4254405565654125 7.9719045966850093 5.8448296 8.3440742
cassis-26328576-0 0.2802996 0.5048259 0.8056763 1.2124010 1.1326052 1.5292842908624789 2.3115318002619727 3.6705435794569241 6.8095245545295029 9.3108708348830334 22.3822071139748964 46.3406469600103179 21.3599815 47.9421196
cassis-25977856-0 0.4715844 0.4691213 0.5417730 0.7086661 0.7098062 0.9005093448029059 0.9390741085576597 1.1469127406263315 0.8691941410955251 1.2758226321245194 4.5867271931521110 7.5851136557798160 4.8644629 8.5249710
cassis-27450368-0 0.0581487 0.0789576 0.0871941 0.1117319 0.1250244 -NaN -NaN -NaN 0.7176567768252575 0.9501459071760276 2.0639677648272525 4.4377424384290478 2.0713854 3.2333686
cassis-26335488-0 0.2823051 0.3138976 0.4297253 0.4729959 0.6858386 0.5283092570895531 0.7789325732529095 1.3376126834952131 1.9875441759843364 2.5385767720133718 7.0713593912386719 16.2915382596275435 7.0794725 15.7933817
cassis-26332672-0 0.5412430 0.4983356 0.5285190 0.5924021 0.6288503 1.1078685281568388 1.7567091797534924 3.0671172853350877 3.4222898580238854 4.9407206785424025 15.2441393525275597 26.3003841932958160 17.1945934 27.5268898
cassis-24153344-3 0.0835279 0.1110796 0.1259281 0.1482695 0.2245741 0.2727019329082163 0.2591193576147103 0.3470007148262441 0.7364051045465183 1.1939614422730533 3.7800967030432626 6.8227913890043910 3.4884126 6.8778567
cassis-24143104-3 -99.9000015 -99.9000015 -99.9000015 -99.9000015 -99.9000015 0.2304030453839375 0.3331960620542818 0.4874503332588105 0.7897993832195689 1.1276914870056431 3.0981533488798134 5.6436762527356779 2.9732952 5.8005285
cassis-24143104-4 0.0970549 0.1237172 0.1483341 0.1983857 0.2278753 -NaN -NaN -NaN 0.3190926422876093 0.5688402281497681 2.4745880432845602 6.3615375155617944 2.4540806 4.9779234
cassis-25390848-0 0.2010786 0.2238965 0.2207711 0.2609642 0.2781957 -NaN -NaN -NaN 0.4284664194207001 0.9598211199475051 4.2648416436996737 6.5518220403026053 4.0087948 5.9258432
cassis-25390592-0 0.1338186 0.1350075 0.1429219 0.1677636 0.1963647 -NaN -NaN -NaN 0.1985714422909601 0.3734137467785498 2.0450451946197674 2.9509516420109549 1.8705153 2.7016401
cassis-26920192-0 0.0135841 0.0351780 0.0792165 0.1321270 0.1528443 0.2310405528782068 0.2586424814654951 0.4536598775040259 0.9672011188602283 1.7068301349231476 5.9306584047171018 9.6374489960975307 31674.0000000 8363.0000000
cassis-25390336-0 0.1315979 0.1553929 0.1726724 0.2065624 0.2020553 -NaN -NaN -NaN 0.3005500400976838 0.5594873891026849 1.9297582672941347 3.5905592085428171 1.8203034 3.3031862
cassis-25390080-0 0.1524787 0.1672017 0.1831325 0.2046481 0.2434196 -NaN -NaN -NaN 0.2389553675016940 0.4220756538656372 2.4905938431560144 4.4746811314946839 31674.0000000 8363.0000000
cassis-25389824-0 0.0597110 0.0763768 0.0853562 0.1024636 0.1037163 -NaN -NaN -NaN 0.1624489057301536 0.3716980664568992 2.5816829712840814 7.1509228520202583 2.5051312 7.5167766
cassis-25388288-0 0.0881696 0.1051137 0.1068772 0.1102007 0.1208310 -NaN -NaN -NaN 0.1787791179482016 0.3324989681880254 1.6684104838377707 3.4258006912821539 1.5311396 3.0599222
cassis-21768448-0 0.0221230 0.0652622 0.1127993 0.1114900 0.1397292 -NaN -NaN -NaN 0.6809524554529502 1.2947630647367354 3.4190299895762797 5.0392057705374524 2.8464236 3.4538662
cassis-26917632-0 0.4265836 0.5740563 0.5769662 0.6732979 0.5919766 0.5814176629668883 0.6828099869832553 1.1768751083596085 3.3015417247959493 5.0744654736054420 12.3453358764869350 22.2004661042056597 31674.0000000 8363.0000000
cassis-15083520-0 1.0898606 1.1812295 1.5647060 3.1365526 2.5820954 3.4047735507159183 4.7632116244121487 8.2097586495278723 19.4051404425605085 26.2899827978265250 53.7406494053993882 85.0280252164189250 51.5561028 91.6625748
cassis-17725952-0 0.0393112 0.0620836 0.1432690 0.2012709 0.3326607 0.3180447398923211 0.5478981867892219 0.8660248926322552 1.5104862987399028 2.1846924204085654 7.2694727041030536 17.2489273364658899 5.2227631 11.1732779
cassis-15082496-0 1.5446934 1.5393898 1.5994052 2.6971648 2.1815510 2.7751613042202141 3.7905294545594930 6.0301815545760791 8.1868491885648034 11.0405396542253715 27.6887219520872883 57.8578235491057242 23.1632786 54.2550392
cassis-10950400-0 0.1951182 0.4626882 0.8351659 1.1688013 1.3077815 1.5634652305164864 1.7893688423036795 1.8617886582510099 2.4519792478721740 4.4196746659995823 11.5851833163260061 28.3897842876277302 11.0534678 28.9046230
cassis-10950913-0 0.2708816 0.5236615 0.6856775 0.7941884 0.8465221 0.9631373488385973 0.8812514939892582 1.2300715604843535 2.3201538832343980 4.1551844013443580 12.8204393995876256 26.3731553311393405 12.4290972 25.7124310
cassis-24151040-0 0.1088059 0.1431382 0.2330619 0.3363481 0.3530972 0.4517396587921328 0.7535288164320073 1.2471835607027246 1.3788492595876738 1.8071337711514970 5.2131822773786691 14.1501841785026201 4.7589564 13.5542889
cassis-24147712-0 0.1503093 0.1988802 0.2114800 0.2181909 0.2256204 -NaN -NaN -NaN 0.7045580644425500 1.4838510280927266 6.2445753470389178 12.5534209654030331 5.8348398 12.7202396
cassis-24172288-0 0.1364273 0.1594996 0.1891770 0.1762264 0.2737722 0.3608180192194652 0.1996640410469467 0.7176792241088460 0.9698772898783291 1.4975809326104410 5.9415931494046230 14.2417085098837113 5.3904009 14.2993603
cassis-24163072-0 0.1667095 0.1904856 0.1999417 0.2464072 0.2573367 -NaN -NaN -NaN 0.4099366901205513 0.7873907380293109 3.0332130105906834 6.2396767682794056 2.8050888 6.3215446
cassis-24192768-0 0.0479667 0.0753392 0.0850086 0.1135622 0.1231525 -NaN -NaN -NaN 0.3711220771549080 0.9015510051925945 3.2203487773814983 5.0764731402742367 2.9674120 5.1423554
cassis-12236800-0 0.6405069 0.7936863 0.7968105 0.8132944 0.8684719 0.9774357613816060 0.7753537031143057 1.1823073171247911 2.9182116724536558 5.4323820051377005 18.3951320668009970 41.1492659786937907 17.6277847 43.4799194
cassis-17728512-0 0.0688421 0.1542707 0.3683020 0.5050566 0.6929293 0.7159591148974397 0.8675606913344790 1.1500861599108028 1.1521706029973835 1.3188345073113914 5.6014815542162664 11.1779481988427936 6.0092874 10.6703329
cassis-15078912-0 1.0826646 1.1563534 1.1595018 1.8022786 1.4746015 0.8033193408187693 0.9851443410699411 1.8177342074393168 2.9452135526065168 3.6999026897028555 7.2360725109532380 9.1193123808749377 6.8966379 10.5499897
cassis-24161280-2 0.0290764 0.0537823 0.0840240 0.1165780 0.1604903 0.2112945107377462 0.4987694704618785 0.4711187309139884 0.5865658710572021 0.8753672652348534 3.4825945028811560 8.6210882873632606 1.9532859 5.3016291
cassis-24154624-2 0.2949041 0.5059588 0.4757543 0.4353839 0.4749792 0.7510835024106597 0.6556919689152201 0.8439765409295965 1.8634459064897213 2.9935760935976496 6.8659859466065933 9.8437843889187988 6.0545239 9.6982508
cassis-4732416-0 0.1243646 0.5387055 0.6624104 0.8456419 1.0276396 1.4037450144547174 1.6349326627171017 1.6456231170284008 2.0357141259463152 2.2028772708995419 5.5399125617496061 8.3016055231125954 31674.0000000 8363.0000000
cassis-4164352-0 0.0450532 0.2048625 0.5266726 1.0355517 1.2082655 1.8918566624822655 3.2681341473369803 6.1820197484556365 11.6283150632782153 16.5725867845816737 43.7222909741577226 88.8714145205652954 42.8623352 93.0079880
cassis-4674304-0 1.0522428 1.7418047 2.6227317 3.4967239 4.4825463 9.7384141348064581 13.3505723250950332 18.8074707595442447 15.2025622447433513 20.9792666010320730 47.5885979850051370 70.5280851227900598 30.8443470 53.3974419
cassis-24190464-1 0.0909428 0.1149715 0.1196982 0.1106885 0.1334576 -NaN -NaN -NaN 0.4811902181729395 0.9183120897807073 3.3628144907293200 5.0811508986820186 2.8475204 5.2763686
cassis-24193536-1 0.0542304 0.0747472 0.1372839 0.1731250 0.0755647 0.2770053878530010 0.5468898500139103 0.6898114103851151 0.6170449328380843 0.7582113860558823 3.4095959002707525 6.2110080576677920 1.9892918 2.2265561
cassis-21655552-0 0.0930213 0.1044559 0.1266158 0.1314271 0.1258496 -NaN -NaN -NaN 0.3537665695166319 0.7141514164911997 2.8674965903703700 8.0234674052563637 2.6308548 7.5846744
cassis-17728000-0 0.0418804 0.0715204 0.1595015 0.2082720 0.2572071 -NaN -NaN -NaN 0.5066602000292336 0.5714658753448215 0.8877749982973860 2.3461841291628880 0.9373441 1.3512557
cassis-18978560-0 1.3979821 1.6099792 1.3485678 1.3662398 1.6537900 1.7095752748291961 2.5769136928289962 3.9403099483634887 16.2149939230048048 23.9546760425727285 66.4818215350009183 96.9978465650026891 17.5101662 20.9139347
cassis-17540352-0 0.0152495 0.0218684 0.0280325 0.0362705 0.0961524 0.3792173668910538 0.8224317460026909 1.9839484375287044 8.3929916345842308 17.0212049857268504 50.1999067221196711 88.9533058248228059 48.0353317 95.7125320
cassis-17726720-0 0.0379946 0.0884710 0.1787343 0.2289350 0.3036689 0.2790539770221412 0.4960207704009929 0.5434134361492785 0.6636159110447065 0.8359692483451440 1.8668219994959065 2.4275159530327048 2.1354964 3.9004548
cassis-17726976-0 0.0990729 0.1300957 0.1983516 0.2502118 0.3508269 0.4026133939999992 0.4923793860754385 0.8952212356167879 1.4856509679460701 1.7922158009678140 3.7179445655951615 5.4445512807632044 4.3588738 4.5721731
cassis-17727744-0 0.1802212 0.2326119 0.3485256 0.3948184 0.5097774 0.5884210778410989 0.8323382746306456 1.1543310485425640 1.4478273963079955 1.8905592903334121 4.4947227712862201 6.3556810204107528 5.1872482 7.0421476
cassis-17727488-0 0.0394942 0.0601081 0.0924012 0.1174521 0.1570937 -NaN -NaN -NaN 0.3995000060673061 0.4649329243333941 1.2108850301784153 3.6573126881201197 1.1578748 2.3086166
cassis-22391040-0 0.0098031 0.0157526 0.0463064 0.1179158 0.2435527 0.5572989449236545 0.9988490642105019 2.2695010165010210 9.1183611706159784 19.1685958987930398 55.2971705897271164 62.8582220304633310 51.5813828 68.1755829
cassis-17728256-0 0.0587331 0.0896794 0.1687336 0.1949441 0.2581387 0.3373558282961500 0.3033191703091553 0.4324444929489014 0.5137085455092637 0.5880175685404984 0.7732196995903439 1.6640336053299307 0.7986924 1.1290295
cassis-17729536-0 0.0389705 0.0500245 0.0927479 0.1208098 0.1602236 -NaN -NaN -NaN 0.6503045463906604 0.7976094704294495 1.6684104838377707 2.3942091855186574 1.1554734 1.5693471
cassis-24164096-0 0.5593972 0.5487559 0.5374067 0.5292045 0.6509017 0.5101386402955770 0.6796727600182167 1.0762926556506294 2.4610293338935807 3.8993327912931131 9.8878736938571308 16.5333969434180794 9.1524010 17.1471386
cassis-24173312-0 0.1905589 0.3184656 0.3315988 0.3894904 0.3915479 0.4184930201539153 0.3603295343646287 0.4103272603276714 0.7071585395876044 1.4661901648118600 5.4088247496192237 8.1801655436552920 4.6801786 7.7290287
cassis-24145408-0 0.3510056 0.6781768 1.2062130 1.7697821 2.1014860 1.6013572401467671 2.1139751212790845 2.7110054006486082 3.0557427514815871 3.0157150401291783 10.5560857673650332 15.2743273066061764 4.2142577 6.1697078
cassis-21768192-0 0.0051068 0.0302248 0.0309968 0.3032570 0.3739465 0.6060217642417881 0.6980714312416449 0.5404187048485719 0.8804745155051252 1.8697791039527796 7.1105453424299725 9.4615457278787662 6.6384268 9.4798746
cassis-17542912-0 0.1551908 0.2214625 0.3242468 0.4156953 0.5089256 0.4643957319396123 0.6215840531057218 0.8796914591532883 2.8596757346269515 4.4770330657447328 16.4551903382123434 32.9277527976462494 3.6487679 8.6230917
cassis-17729024-0 0.0641239 0.1013369 0.2052043 0.2744284 0.4041411 0.5003664937524834 0.6740620308730176 0.8194649354016577 1.1811819186895411 1.4014909637107535 3.2832421167475099 6.7167949853470086 3.0382674 6.0145073
cassis-17729792-0 0.0499973 0.0666886 0.1270137 0.1840549 0.2842199 -NaN -NaN -NaN 0.4629315608146299 0.4136093063192747 1.6994285505763560 2.7974484522890828 0.1931743 NaN
cassis-10476288-0 0.0908252 0.1048478 0.1272225 0.1169353 0.1238688 -NaN -NaN -NaN 0.4160224719988472 0.7416351445482489 1.9602113980964715 2.7871612327159569 1.8977389 3.5921254
cassis-23015168-0 0.1344584 0.2183795 0.2946757 0.3763844 0.4184899 0.5278228902889318 0.4380259717196716 0.5721769688398386 0.4400649608451722 0.5221440121217600 6.6973486836387393 15.7022574141093756 1.3536607 7.5639501
cassis-24192000-0 0.0018016 0.0086112 0.0295129 0.0558115 0.1057987 -NaN -NaN -NaN 0.2449721931218696 0.4185914004472453 3.1644840437058566 4.7770753620177056 31674.0000000 8363.0000000
cassis-24160256-1 0.2002327 0.2420201 0.2828586 0.3411367 0.3408467 0.3119523180289487 0.6514781647991880 0.4482603966669327 0.4499008257224489 0.9958416860478035 3.9364334190518204 5.5559981526605986 3.6477103 5.9167218
cassis-24194560-2 0.1686069 0.1898315 0.2209970 0.2135688 0.2050771 -NaN -NaN -NaN 0.6349167583606853 1.2852579590222482 3.8574731352411367 8.2634631104216396 3.5844471 8.5607080
cassis-21768704-0 0.1624330 0.4213182 0.8599247 0.9307913 0.8625298 0.8735509166256065 1.1321393040229613 0.8837519304990793 0.7811182598765833 1.0729767264337404 4.4699525210941502 11.3438922488009535 4.2735038 10.6676979
cassis-22390272-0 0.0026723 0.0155653 0.0476383 0.0891235 0.1307049 0.3873363167887031 0.5329664398922093 0.9271081007419202 1.1671234370893919 2.1726526616514881 8.3081228588650013 18.5849797686478482 7.5972686 17.7334156
cassis-21767680-0 0.0164776 0.0526559 0.1518572 0.2019222 0.2251875 -NaN -NaN -NaN 0.5903598180816542 1.0899091584133018 3.5933780463972318 4.7115314308723528 3.3204496 5.2397780
cassis-26906624-0 0.7583675 0.7340227 1.4157745 1.5666269 1.7559670 2.0271609386787630 3.3381040899547418 2.2820774607841772 2.7537010504448638 4.4811584651089351 15.4135583262920104 34.7986256956116264 13.7207632 33.3064194
cassis-25388032-0 0.1196309 0.1129940 0.1200195 0.1375681 0.1635818 -NaN -NaN -NaN 0.2279905205922249 0.4551874734186155 1.8209704998145266 3.5938677591964527 1.8451971 3.0641651
cassis-25388544-0 0.1498545 0.1512085 0.1532104 0.1943153 0.1853385 -NaN -NaN -NaN 0.2090820695674917 0.3530126772983865 1.6978640396320039 3.6979590078649123 1.5282340 2.6292145
cassis-25389056-0 0.0906479 0.1001218 0.0989990 0.1155058 0.1109252 -NaN -NaN -NaN 0.1241414432853910 0.2663117337328035 1.4733397639247439 2.4030460462306675 1.3447636 1.9231019
cassis-26330368-0 0.1698301 0.3049069 0.4390454 0.4601107 0.7268922 0.7545503463911292 1.1670779613276752 2.1415606642633644 5.1703124651155292 8.8265361030305911 26.4181809280555235 42.5365333368216199 24.7009468 42.8207283
cassis-25389312-0 0.2826619 0.3166407 0.3730752 0.4807110 0.5454332 0.4500784502986556 0.3745414269225934 0.4582794373772200 0.5606822277472314 0.8139360832008584 4.0022379910672790 5.8124883128572815 3.6691763 6.4555206
cassis-25976832-0 0.5594355 0.6610993 0.6405779 0.7241431 0.7199636 0.7664577552775867 0.7242689465815658 0.6193417732239549 0.8400725426549699 1.8424270531547069 8.3849969731891765 14.1241425685534683 7.9035983 13.3152361
cassis-26916096-0 0.0388146 0.0681422 0.0748342 0.1073099 0.1048875 0.1900589010992014 0.4424863335517693 0.5591526307321120 0.5974709447853277 0.9310870834883034 2.3610376370212411 2.8207337355563671 31674.0000000 8363.0000000
cassis-26915840-0 0.2324964 0.3506376 0.3930522 0.4689336 0.4346360 0.5082626778344208 0.4156232761861918 0.7196649872878368 1.4883901602786378 2.2458994145733810 4.6849278848026028 5.1899370792457997 31674.0000000 8363.0000000
cassis-25977600-0 0.4649445 0.4971088 0.5208529 0.6739073 0.7221522 0.7152999957557321 0.9109611721902376 0.7675918847638644 0.8044828500379079 1.1851963407367827 3.9765176109663751 5.4596159349080438 3.3134718 5.0405197
cassis-24172032-2 0.3309070 0.3899889 0.4576479 0.4369962 0.4472984 0.5824896609411978 0.4736961579205284 0.5892917660037951 1.0962681337427993 1.7774209792958577 3.8574731352411367 6.5097167598055057 3.2905533 6.7506776 
