objname u g r i z J H K W1 W2 W3 W4
saga-202      0.0915928      0.1852255      0.2993249      0.4319232      0.5126647      0.4200377      0.5295413      0.6366934      1.0090595      1.1381259      2.9015326      5.4063563
saga-203      0.2347355      0.8943374      1.1557275      1.8202823      2.3714855      2.1861916      2.8516741      3.4318664      5.9582233      8.4370441     34.0178108     76.2237167
saga-206      0.0146036      0.0754210      0.2740975      0.4820326      0.7743295      0.6445969      1.3228173      2.6713474      5.7585983      8.7940779     19.8306999     48.7557869
saga-207      0.1382897      0.2387865      0.6743799      0.8110473      0.6850559      1.1718937      2.0965242      4.9423146     11.5110989     24.9913845    136.3866577    266.1561890
saga-208      1.3120985      4.7966943      8.4791784     11.4992037     13.9347324      8.4584007     10.1741905     10.7629271     12.6682549     12.1057110     48.4502869    266.9736328
saga-209      0.2375989      0.7967431      1.5194750      2.3808882      2.9910595      1.7333578      2.2966766      2.8231268      5.8333335      6.0005398      6.0367904      7.8410439
saga-211      0.8835699      4.8267288     10.4217558     15.6901407     20.9164677      4.5676017      6.3547707      5.1136427      6.4256458      4.2676649      8.0496330     13.2788763
saga-215      0.0440969      0.0636163      0.1213475      0.1590466      0.2462454      0.2992873      0.3350425      0.5334950      0.7071586      0.8199555      1.3581209      3.5566931
saga-216      0.0821852      0.2168641      0.4389799      0.6004868      0.6815246      0.8235467      1.4491050      3.8541658     12.8090458     23.6477757     97.5209961    195.7007904
saga-217      0.3305044      0.7066002      1.0731912      1.5843419      1.7129413      1.5420136      1.7294176      1.9034014      1.7910874      1.6511643     17.4726276     75.9598389
saga-224      0.1705192      0.4029415      0.8186195      1.4451544      1.6317599      1.7721000      2.9369724      5.0948381     12.0980892     16.5116444     57.5822983    143.7972565
saga-226    -99.9000015    -99.9000015    -99.9000015    -99.9000015    -99.9000015      6.6204610      7.9854589      9.0184183     15.9483881     11.2147684    140.6683044    615.1178589
saga-230      2.7252955      9.6175814     17.9830513     24.7997723     32.2637367      9.4555817     11.0331593     13.4874668     20.3759003     21.3103371     76.1818848    207.3719177
saga-231      0.3423536      0.4946695      0.7809208      1.2018874      1.3184294      1.2114018      1.5613486      1.9157127      1.7247128      1.8289014      5.7147675     16.8795643
saga-232      0.1578600      0.4577912      0.8759015      1.4277028      1.6051526      0.8552404      1.1920648      1.4452081      1.6623282      2.8746853     20.7410831     79.2849731
saga-234      5.1818342     20.1392460     39.1062164     53.2254868     65.7954254     31.0233173     45.8669548     58.8749313     66.3615875     77.3731537    192.4287109    446.8905945
saga-237      3.0083408     15.0079508     32.1278801     47.0434036     60.0829163      9.4817448     11.4894667     12.7037048     64.4936218     76.8051453     76.1015015    111.9286194
saga-241      0.1508718      0.5860196      1.0331588      1.3958126      1.6398988      1.5096916      1.5385084      1.5105336      1.3301995      1.3139846     14.3821354     66.8059006
saga-242      0.1484645      0.2605757      0.4231628      0.6243845      0.7331079      0.3671878      0.4996891      0.5555592      0.7912556      0.8875448      2.2490809      5.1262975
saga-245      0.3509815      1.3788092      2.2748208      3.0361464      3.6931272      2.2084534      2.6760848      2.8075686      2.9588079      4.1019492     26.9476910     82.3117371
saga-247      0.0692662      0.2500237      0.6884449      1.1114620      1.3171308      1.0406106      1.1166058      1.6486572      2.4701128      2.8483300      7.0543098     13.8940296
saga-249      0.2619739      1.5773202      3.5629876      5.3920693      7.2817264      3.4362776      4.2963524      3.9294374      5.7110610      2.8693948      2.1394553      4.9749532
saga-260      0.1495902      0.6904020      1.2995661      1.9159899      2.4269738      1.6675860      1.9333028      1.9657595      1.7714006      1.3507977      0.3866075      0.9323316
saga-270      0.0389232      0.1755910      0.3758017      0.5851802      0.7659671      0.7153000      0.9287522      0.9495774      1.0732893      1.1381259      1.5262519      2.3887162
